,player_x,player_y,player_name,time_remaining,shotClock,half,pos_id
1,10.38602369,10.76780894,Devon Goodman,1140,23,1,4
2,28.69172994,8.696755085,AJ Brodeur,1140,23,1,4
3,13.65967356,25.53240208,Jordan Dingle,1140,23,1,4
4,29.29301219,15.711608,Ryan Betley,1140,23,1,4
5,30.69600412,18.51754916,Max Martz,1140,23,1,4
6,3.237447814,9.69887693,Christian Juzang,1140,23,1,4
7,30.89643154,7.69463324,Chris Lewis,1140,23,1,4
8,38.51267343,18.31712479,Noah Kirkwood,1140,23,1,4
9,8.448560689,27.13579703,Justin Bassey,1140,23,1,4
10,39.71523794,24.53028023,Robert Baker,1140,23,1,4
11,8.448560689,27.13579703,ball,1140,23,1,4
1,11.22114201,5.857411897,Devon Goodman,1139,22,1,4
2,27.85661773,8.696755085,AJ Brodeur,1139,22,1,4
3,13.2254162,23.72858275,Jordan Dingle,1139,22,1,4
4,33.26815803,13.30651557,Ryan Betley,1139,22,1,4
5,32.46644835,24.7307046,Max Martz,1139,22,1,4
6,1.600625937,5.489965182,Christian Juzang,1139,22,1,4
7,29.86089192,9.69887693,Chris Lewis,1139,22,1,4
8,46.69679505,13.70736431,Noah Kirkwood,1139,22,1,4
9,9.617722668,24.93112897,Justin Bassey,1139,22,1,4
10,41.28525476,27.9374945,Robert Baker,1139,22,1,4
11,41.08482734,27.73707013,ball,1139,22,1,4
1,14.96475706,6.357704067,Devon Goodman,1138,21,1,4
2,30.46217417,11.10184751,AJ Brodeur,1138,21,1,4
3,16.43225489,18.11670042,Jordan Dingle,1138,21,1,4
4,40.08269025,19.72009538,Ryan Betley,1138,21,1,4
5,35.27243221,20.32136848,Max Martz,1138,21,1,4
6,2.40233561,10.50057441,Christian Juzang,1138,21,1,4
7,31.8651661,10.50057441,Chris Lewis,1138,21,1,4
8,43.28952894,22.32561217,Noah Kirkwood,1138,21,1,4
9,12.02285169,19.72009538,Justin Bassey,1138,21,1,4
10,34.67114995,26.93537266,Robert Baker,1138,21,1,4
11,42.48781927,22.52603654,ball,1138,21,1,4
1,18.23610165,12.93906886,Devon Goodman,1137,20,1,4
2,30.86302901,9.331430215,AJ Brodeur,1137,20,1,4
3,19.43866616,12.93906886,Jordan Dingle,1137,20,1,4
4,43.08910152,15.34416128,Ryan Betley,1137,20,1,4
5,29.6604645,17.54882934,Max Martz,1137,20,1,4
6,5.408746884,20.15434614,Christian Juzang,1137,20,1,4
7,31.8651661,9.932703321,Chris Lewis,1137,20,1,4
8,45.49423054,17.1479806,Noah Kirkwood,1137,20,1,4
9,14.62840813,16.74713186,Justin Bassey,1137,20,1,4
10,25.85234355,22.15858983,Robert Baker,1137,20,1,4
11,44.89294829,17.34840497,ball,1137,20,1,4
1,19.77501509,22.77765426,Devon Goodman,1136,19,1,4
2,30.86302901,8.529732739,AJ Brodeur,1136,19,1,4
